BROKERTITLE,TYPE, PRICE ,BEDS,BATH,PROPERTYSQFT,ADDRESS,Neighborhood/Boroughs,State,Zipcode,ADMINISTRATIVE_AREA_LEVEL_2,LOCALITY,SUBLOCALITY,STREET_NAME,LONG_NAME,FORMATTED_ADDRESS,LATITUDE,LONGITUDE,Buyer_FirstNames,Buyer_LastName,Buyer_Email,Buyer_Phone,Buyer_STREET,Buyer_UNIT,Buyer_CITY,Buyer_DISTRICT,Buyer_REGION,Buyer_Zipcode,Buyer_budget,Seller_FirstNames,Seller_LastNames,Seller_Email,Seller_Phone,Seller_STREET,Seller_UNIT,Seller_CITY,Seller_DISTRICT,Seller_REGION,Seller_Zipcode,Employee_Lastnames,Employee_Firstnames,Employees_phone,Employees_email,Start_date,Position, Salary , Commission ,Appointment_Date,Appointment_Time,Attendence,Property_id,Date_post,Property_status,Transaction_id,Transaction_date,Payment_status,Rating
Capri Jet Realty Corp,House,"1,099,000.00",5,2,1760,84-11 165th Ave,Howard Beach,NY,11414,United States,New York,Queens County,Queens,165th Avenue,"84-11 165th Ave, Jamaica, NY 11414, USA",40.6481943,-73.8452374,Craig, Joseph,craigjoseph@example.com,886-627-9549,Delaware Avenue,Apartment 3,Buffalo,Erie,NY,14209,861000,Woldu, Marleek,woldumarleek@example.com,326-130-8961,Jefferson Avenue,,Babylon,Suffolk,NY,11701,Massey, Willow,600-355-6216,masseywillow@example.com,9/17/20,Real Estate Advisor,"50,000.00","54,950.00",12/25/19,10:12:00 AM,TRUE,392,12/22/19,Sold,392,4/11/20,Completed,3
Prereal Prendamano Real Estate,Land,"3,950,000.00",3,2,2184.207862,750 Barclay Ave,Staten Island,NY,10312,United States,New York,Richmond County,Staten Island,Barclay Avenue,"750 Barclay Ave, Staten Island, NY 10312, USA",40.525422,-74.166603,Chavez, Dakota,chavezdakota@example.com,513-333-0741,Warren Avenue,,Haverstraw,Rockland,NY,10927,4290000,el-Fares, Saafiyya,elfaressaafiyya@example.com,146-743-5185,Niagara Falls Boulevard,,Tonawanda,Erie,NY,14150,Reitwiesner, Colton,936-197-2003,reitwiesnercolton@example.com,1/4/19,Sales Associate,"51,940.00","197,500.00",5/15/15,4:22:08 PM,FALSE,393,6/30/14,Sold,393,9/3/20,Completed,5
Prestige Homes Ny Inc,Multi-family,"1,529,999.00",6,5,2400,116-25 134th St,South Ozone Park,NY,11420,United States,New York,Queens County,Queens,134th Street,"116-25 134th St, Jamaica, NY 11420, USA",40.6780476,-73.8056181,Jimenez, William,jimenezwilliam@example.com,170-996-2578,Laurel Street,,Beacon,Dutchess,NY,12508,1400000,el-Hussein, Arhab,elhusseinarhab@example.com,534-523-5295,Lake Drive,,Babylon,Suffolk,NY,11798,al-Ashraf, Ihaab,271-986-1987,alashrafihaab@example.com,9/15/15,Sales Associate,"84,950.00","76,499.95",1/10/12,10:28:28 AM,TRUE,394,11/25/11,Sold,394,2/2/12,Completed,4
Gateway Arms Realty Corp.,House,"675,000.00",3,1,1404,44 Hunter Pl,Staten Island,NY,10301,United States,New York,Richmond County,Staten Island,Hunter Place,"44 Hunter Pl, Staten Island, NY 10301, USA",40.6333513,-74.1021333,Vandyke, Sherwyn,vandykesherwyn@example.com,520-724-5094,Belmont Parkway,,Hempstead,Nassau,NY,11550,636000,Benavidez, Beau,benavidezbeau@example.com,871-324-8065,Van Buren Street,,Murray,Orleans,NY,14470,Pang, Keliihoalani,336-191-4526,pangkeliihoalani@example.com,11/26/22,Buyer Agent,"102,563.00","33,750.00",4/25/19,2:11:29 PM,TRUE,395,6/8/10,Under Contract,395,4/2/21,Completed,3
"Century 21 Amiable Realty Group II, Inc.",House,"2,650,000.00",6,6,2184.207862,87-07 158th Ave,Howard Beach,NY,11414,United States,New York,Queens County,Queens,158th Avenue,"87-07 158th Ave, Jamaica, NY 11414, USA",40.660323,-73.8455929,al-Kaleel, Mundhir,alkaleelmundhir@example.com,035-109-7453,Rose Street,,Buffalo,Erie,NY,14204,3040000,Drury-Parlett, Ian,druryparlettian@example.com,290-455-7093,West 2nd Street,,Oswego,Oswego,NY,13126,Tran, Anthony,845-860-5580,trananthony@example.com,8/23/19,Listing Specialist,"70,012.00","132,500.00",4/24/19,11:59:10 AM,TRUE,396,2/15/18,Pending,396,2/2/20,Completed,2
Sowae Corp,House,"420,000.00",3,1,2184.207862,90-07 107th Ave,Ozone Park,NY,11417,United States,New York,Queens County,Queens,107th Avenue,"90-07 107th Ave, Queens, NY 11417, USA",40.6784764,-73.8476859,Manuel, Johnson,manueljohnson@example.com,586-892-8199,Blue Bay Extension,,Chester,Warren,NY,12817,387000,Jones, Ryan,jonesryan@example.com,391-060-0347,Vista Way,,Beekman,Dutchess,NY,12533,Thompson, Yun,378-529-3336,thompsonyun@example.com,7/9/22,Real Estate Advisor,"50,000.00","21,000.00",5/28/12,12:27:48 PM,TRUE,397,4/25/06,Under Contract,397,7/5/12,Completed,2
PAULEMA REALTY GROUP INC,Land,"2,999,950.00",3,2,2184.207862,9115-9119 Bedell Ln,Canarsie,NY,11236,United States,New York,Kings County,Brooklyn,Bedell Lane,"9115 Bedell Ln, Brooklyn, NY 11236, USA",40.6444117,-73.9100389,el-Dar, Zaki,eldarzaki@example.com,191-440-6769,State Street,,Watertown,Jefferson,NY,13601,3250000,al-Fadel, Waliyya,alfadelwaliyya@example.com,729-761-6688,Salt Road,,Clarence,Erie,NY,14031,Brown, Matias,457-628-9892,brownmatias@example.com,8/11/22,Listing Specialist,"50,000.00","149,997.50",6/2/22,12:23:39 PM,TRUE,398,4/24/22,Withdrawn,398,10/10/22,Canceled,3
Liberty Chateau Realty Inc,Townhouse,"559,900.00",3,2,980,18 Navigator Ct,Staten Island,NY,10309,United States,New York,Richmond County,Staten Island,Navigator Court,"18 Navigator Ct, Staten Island, NY 10309, USA",40.5132339,-74.1959753,Kim, Kimberly,kimkimberly@example.com,470-330-9328,Alder Bend Road,,Altona,Clinton,NY,12910,489000,Arushanov, Mercedes,arushanovmercedes@example.com,445-198-4829,Blauvelt Road,,Orangetown,Rockland,NY,10913,Caughran, Dale,847-583-8682,caughrandale@example.com,6/17/19,Real Estate Advisor,"50,133.00","27,995.00",9/16/21,2:59:05 PM,TRUE,399,8/2/21,Sold,399,10/29/21,Completed,4
Coldwell Banker American Homes,House,"549,000.00",3,1,2184.207862,122-04 115th Ave,South Ozone Park,NY,11420,United States,New York,Queens County,Queens,115th Avenue,"122-4 115th Ave, South Ozone Park, NY 11420, USA",40.6776809,-73.8166457,Wilson, Tyanna,wilsontyanna@example.com,246-612-2889,Park Avenue,,Binghamton,Broome,NY,13903,529000,Saldana, Berta,saldanaberta@example.com,144-258-3503,Stone Gate Heights,Apartment 3,Onondaga,Onondaga,NY,13078,Salazar Ponce De Leon, Maria,376-288-2001,salazarponcedeleonmaria@example.com,8/31/18,Listing Specialist,"122,102.00","27,450.00",9/21/10,12:56:24 PM,TRUE,400,11/7/06,Withdrawn,400,11/9/18,Canceled,2
E House Realty & Mgt. Inc.,Land,"999,000.00",3,2,950,13617 Carlton Pl,Flushing,NY,11354,United States,New York,Queens County,Queens,Carlton Place,"136-17 Carlton Pl, Flushing, NY 11354, USA",40.7644631,-73.8297531,Kavanagh, Mitchell,kavanaghmitchell@example.com,149-478-2361,Hamilton Street,,Cohoes,Albany,NY,12047,991000,Cortez, Nathan,corteznathan@example.com,281-018-9368,Sunrise Highway,,Hempstead,Nassau,NY,11563,Arrates, Charlene,538-175-4767,arratescharlene@example.com,9/21/19,Listing Specialist,"50,000.00","49,950.00",7/4/21,3:38:44 PM,TRUE,401,4/26/20,Sold,401,12/11/21,Completed,5
Countrywide Real Estate Inc,Land,"289,000.00",3,2,2184.207862,633 Mead St,Bronx,NY,10460,United States,New York,Bronx County,The Bronx,Mead Street,"633 Mead St, Bronx, NY 10460, USA",40.842629,-73.8665973,el-Abdou, Qaasim,elabdouqaasim@example.com,023-582-6829,Kings Highway,,Clarkstown,Rockland,NY,10920,255000,el-Demian, Waail,eldemianwaail@example.com,199-657-7287,Walnut Street,,Lockport,Niagara,NY,14094,Lee, Halloka,585-366-4909,leehalloka@example.com,10/5/15,Sales Associate,"148,218.00","14,450.00",7/8/14,10:55:22 AM,TRUE,402,7/5/13,Withdrawn,402,10/13/14,Canceled,3
C&R Real Estate Group NY LLC,Land,"790,000.00",3,2,2184.207862,1815 College Point Blvd,College Point,NY,11356,United States,New York,Queens County,Queens,College Point Boulevard,"1815 College Point Blvd, College Point, NY 11356, USA",40.7827104,-73.8457691,Ohl, Garrett,ohlgarrett@example.com,575-845-7914,Millbrook Drive,,Esopus,Ulster,NY,12466,739000,Lee, Keith,leekeith@example.com,153-836-2382,County Route 2,,Orwell,Oswego,NY,13144,Flores, Earnest,340-369-5071,floresearnest@example.com,11/6/18,Real Estate Advisor,"250,000.00","39,500.00",8/15/15,9:54:25 AM,TRUE,403,4/20/15,Active,403,4/27/19,Completed,2
Brooklyn Bound Realty Corp,House,"2,295,000.00",7,4,3632,235 W 138th St,New York,NY,10030,United States,New York,New York County,New York,West 138th Street,"235 W 138th St, New York, NY 10030, USA",40.8180374,-73.9436858,Hubbart, Anthony,hubbartanthony@example.com,318-986-4892,Beas Way,Apartment 105,Plattsburgh,Clinton,NY,12901,2280000,Finley, Joshua,finleyjoshua@example.com,848-877-0984,Flat Street,,Seneca,Ontario,NY,14456,Crowghost, Cheyenne,223-459-2109,crowghostcheyenne@example.com,11/27/16,Lead Negotiator,"50,000.00","114,750.00",1/1/19,9:38:53 AM,FALSE,404,11/21/12,Under Contract,404,7/15/22,Completed,3
NextHome Prestige,House,"1,150,000.00",3,4,3000,335 Preston Ave,Staten Island,NY,10312,United States,New York,Richmond County,Staten Island,Preston Avenue,"335 Preston Ave, Staten Island, NY 10312, USA",40.5343966,-74.1582874,Mergil, Abel,mergilabel@example.com,524-742-2697,Hickman Drive,,East Fishkill,Dutchess,NY,12533,1220000,Whitmill, Zimiri,whitmillzimiri@example.com,111-428-5835,Hazel Drive,,Vestal,Broome,NY,13850,Wells, Wyleen,665-260-8723,wellswyleen@example.com,2/27/23,Real Estate Advisor,"118,881.00","57,500.00",5/10/13,3:14:42 PM,TRUE,405,5/7/07,Withdrawn,405,3/9/17,Canceled,2
COMPASS,Townhouse,"13,995,000.00",7,2,9026,18 Prospect Park W,Brooklyn,NY,11215,United States,New York,Kings County,Brooklyn,Prospect Park West,"18 Prospect Park W, Brooklyn, NY 11215, USA",40.6712528,-73.9716506,Babcock, Thomas,babcockthomas@example.com,260-854-6251,King Street,,Dunkirk,Chautauqua,NY,14048,11600000,Trujillo, Karlena,trujillokarlena@example.com,889-722-9970,Canary Street,,Dunkirk,Chautauqua,NY,14048,el-Zaher, Tharwa,818-297-3958,elzahertharwa@example.com,12/21/17,Real Estate Advisor,"72,530.00","699,750.00",1/22/16,4:06:56 PM,TRUE,406,8/12/13,Pending,406,12/2/20,Completed,3
"Landair Property Advisors, LLC",Land,"6,100,000.00",3,2,2184.207862,1518 Pitkin Ave,Brooklyn,NY,11212,United States,New York,Kings County,Brooklyn,Pitkin Avenue,"1518 Pitkin Ave, Brooklyn, NY 11212, USA",40.6685186,-73.9175924,el-Bacho, Tamanna,elbachotamanna@example.com,112-550-5572,Brookside Drive,Apartment 136,Kirkland,Oneida,NY,13323,5880000,Jones, Kennah,joneskennah@example.com,113-171-0364,Hoover Place,,Stony Point,Rockland,NY,10980,Quinn, Erika,329-773-1569,quinnerika@example.com,10/29/19,Buyer Agent,"62,007.00","305,000.00",7/11/13,10:35:46 AM,TRUE,407,10/20/12,Pending,407,1/22/20,Completed,3
NEW PROSPECTIVE REALTY INC,Land,"350,000.00",3,2,2184.207862,2532 Atlantic Ave,Brooklyn,NY,11207,United States,New York,Kings County,Brooklyn,Atlantic Avenue,"2532 Atlantic Ave, Brooklyn, NY 11207, USA",40.6753179,-73.9008593,Zubiate, Jasper,zubiatejasper@example.com,146-335-7792,East Main Street,,Amsterdam,Montgomery,NY,12010,376000,al-Mahdavi, Jumaana,almahdavijumaana@example.com,638-799-2504,Snyder Hill Road,,Dryden,Tompkins,NY,14850,Eng, Matthew,364-237-5001,engmatthew@example.com,3/22/15,Lead Negotiator,"64,645.00","17,500.00",9/9/17,11:48:48 AM,TRUE,408,5/24/17,Active,408,4/30/18,Completed,3
TREBACH REALTY INC,Land,"450,000.00",3,2,2184.207862,9 Alderbrook Rd,Bronx,NY,10471,United States,New York,Bronx County,The Bronx,Alderbrook Road,"9 Alderbrook Rd, Bronx, NY 10471, USA",40.89582,-73.9110766,Lipe, Samantha,lipesamantha@example.com,103-939-6031,Tooley Pond Road,,Clifton,St Lawrence,NY,13670,425000,Patton, Joshua,pattonjoshua@example.com,500-416-8029,Ash Drive,,Brookhaven,Suffolk,NY,11763,el-Saade, Sharaf,411-969-7281,elsaadesharaf@example.com,3/11/21,Sales Associate,"113,840.00","22,500.00",10/23/19,9:05:30 AM,FALSE,409,5/16/17,Sold,409,9/23/21,Completed,4
Lions Guard Brokerage LLC,Land,"2,999,999.00",3,2,2184.207862,153-10 89th Ave,Jamaica,NY,11432,United States,New York,Queens County,Queens,89th Avenue,"153-10 89th Ave, Jamaica, NY 11432, USA",40.7051444,-73.8030054,Adams, Deadrian,adamsdeadrian@example.com,132-952-5130,Renee Place,,Oyster Bay,Nassau,NY,11762,3060000,Kinanee, Brandon,kinaneebrandon@example.com,393-351-6027,South Franklin Street,,Wellsville,Allegany,NY,14895,el-Nour, Ubaida,902-837-2605,elnourubaida@example.com,9/11/18,Sales Associate,"50,000.00","149,999.95",11/28/17,9:28:53 AM,TRUE,410,6/24/17,Pending,410,12/11/17,Completed,2
Real Estate Trade Co Inc,Land,"2,500,000.00",3,2,2184.207862,238 Ocean View Ave,Brooklyn,NY,11235,United States,New York,Kings County,Brooklyn,Ocean View Avenue,"238 Ocean View Ave, Brooklyn, NY 11235, USA",40.578639,-73.965449,Brossman, Claire,brossmanclaire@example.com,328-389-6998,North Main Street,,Evans,Erie,NY,14006,2620000,Zhu, Shauna,zhushauna@example.com,220-747-5056,Horizon Drive,,Saratoga Springs,Saratoga,NY,12866,Kelly, Marquis,787-992-8017,kellymarquis@example.com,11/4/16,Real Estate Advisor,"77,923.00","125,000.00",9/1/18,10:41:20 AM,TRUE,411,11/15/16,Sold,411,10/12/19,Completed,4
Real Estate Top Sales Llc,Land,"350,000.00",3,2,2184.207862,8 Lake Ave,Brooklyn,NY,11235,United States,New York,Kings County,Brooklyn,Lake Avenue,"8 Lake Ave, Brooklyn, NY 11235, USA",40.5844107,-73.9380366,Ellerbruch, Jessica,ellerbruchjessica@example.com,181-765-1365,Melondy Hill Road,,Sanford,Broome,NY,13730,359000,Miyake, Ryan,miyakeryan@example.com,153-995-1499,Clover Park Drive,Unit 3,Brighton,Monroe,NY,14618,Zocarro-Marquez, Scarlet,576-649-1902,zocarromarquezscarlet@example.com,7/26/16,Sales Associate,"50,000.00","17,500.00",10/3/16,4:27:23 PM,FALSE,412,8/31/16,Withdrawn,412,4/13/21,Canceled,3
Truhomes Realty Group,Land,"150,000.00",3,2,2184.207862,40 Cedarcliff Rd,Staten Island,NY,10301,United States,New York,Richmond County,Staten Island,Cedarcliff Road,"40 Cedarcliff Rd, Staten Island, NY 10301, USA",40.6171535,-74.0890497,el-Yamin, Maariya,elyaminmaariya@example.com,101-429-0323,County Route 58,,Mexico,Oswego,NY,13131,159000,el-Abdi, Hazeela,elabdihazeela@example.com,057-438-1874,Oxford Lane,,Monroe,Orange,NY,10926,Oakley, Omer,980-304-1106,oakleyomer@example.com,11/12/23,Buyer Agent,"106,339.00","7,500.00",2/26/15,3:35:06 PM,FALSE,413,12/8/10,Withdrawn,413,2/23/18,Canceled,2
ES Realty Eva Shammah LLC,Land,"3,600,000.00",3,2,2184.207862,1348 E 7th St,Brooklyn,NY,11230,United States,New York,Kings County,Brooklyn,East 7th Street,"1348 E 7th St, Brooklyn, NY 11230, USA",40.6179636,-73.9681702,Lee, Grace Anne,leegraceanne@example.com,069-300-8688,Ridge Boulevard,,Rye,Westchester,NY,10573,3550000,el-Jalali, Rifaah,eljalalirifaah@example.com,086-203-0797,Wisteria Drive,,Pomfret,Chautauqua,NY,14063,Pham, Sonareth,369-879-5112,phamsonareth@example.com,3/6/16,Listing Specialist,"50,000.00","180,000.00",11/5/09,2:11:40 PM,FALSE,414,6/9/09,Pending,414,12/1/20,Completed,2
Truhomes Realty Group,Land,"150,000.00",3,2,2184.207862,48 Cedarcliff Rd,Staten Island,NY,10301,United States,New York,Richmond County,Staten Island,Cedarcliff Road,"48 Cedarcliff Rd, Staten Island, NY 10301, USA",40.6170275,-74.0893192,Frazier, Arianna,frazierarianna@example.com,680-349-7626,Rudolf Road,,North Hempstead,Nassau,NY,11501,143000,Polhamus, Logan,polhamuslogan@example.com,579-554-4355,Siam Road,,Windham,Greene,NY,12496,Oakley, Omer,980-304-1106,oakleyomer@example.com,11/12/23,Buyer Agent,"106,339.00","7,500.00",7/2/05,4:05:40 PM,TRUE,415,5/15/05,Withdrawn,415,10/19/05,Canceled,3
,Co-op,"235,000.00",3,2,1400,143-50 Hoover Ave Unit 307,Jamaica,NY,11435,New York,Queens County,Queens,Jamaica,14350,"14350 Hoover Ave Apt 307, Jamaica, NY 11435, USA",40.7142299,-73.8152,Gates, Nicholas,gatesnicholas@example.com,099-052-3395,Jasmine Lane,Apartment 2,Huntington,Suffolk,NY,11731,172000,Woods, Marchele,woodsmarchele@example.com,438-035-0804,Caroline Street,,Saratoga Springs,Saratoga,NY,12866,Tanicala, Priscilla,715-603-4495,tanicalapriscilla@example.com,3/19/17,Listing Specialist,"50,000.00","11,750.00",8/23/15,2:56:15 PM,FALSE,416,2/5/08,Under Contract,416,12/19/15,Completed,3
Sovereign Realty Of Ny Inc,Land,"199,000.00",3,2,2184.207862,164th Dr,Howard Beach,NY,11414,11414,United States,New York,Queens County,Old Howard Beach,"164th Dr, Queens, NY 11414, USA",40.6511537,-73.8284146,Jenkins, Kateri,jenkinskateri@example.com,630-221-7948,Kimball Drive,,Henrietta,Monroe,NY,14623,197000,Swimmer, Jonathan,swimmerjonathan@example.com,776-857-3382,South Main Street,,Albion,Orleans,NY,14411,Woolman, Beronica,644-390-5391,woolmanberonica@example.com,1/6/18,Real Estate Advisor,"250,000.00","9,950.00",12/28/11,12:22:01 PM,TRUE,417,4/10/11,Pending,417,4/19/13,Completed,1
Oxford Property Group,Land,"2,000,000.00",3,2,2184.207862,2090 Arthur Ave,Bronx,NY,10457,United States,New York,Bronx County,The Bronx,Arthur Avenue,"2090 Arthur Ave, Bronx, NY 10457, USA",40.8492324,-73.8914043,Romero, Marcus,romeromarcus@example.com,344-992-1775,Whispering Hills Drive,,Chester,Orange,NY,10918,2080000,Hortberg, Emily,hortbergemily@example.com,096-674-2383,Sweets Corners Road,,Penfield,Monroe,NY,14526,Jelks, Dashawn,657-890-4300,jelksdashawn@example.com,5/22/17,Real Estate Advisor,"152,588.00","100,000.00",9/17/11,9:05:33 AM,TRUE,418,8/14/08,Pending,418,11/11/18,Completed,2
"Landair Property Advisors, LLC",Land,"2,200,000.00",3,2,2184.207862,75-43 113th St,Forest Hills,NY,11375,United States,New York,Queens County,Queens,113th Street,"75-43 113th St, Flushing, NY 11375, USA",40.7185125,-73.834819,Abraha, Roland,abraharoland@example.com,082-614-9616,Dartmouth Drive,,Glen Cove,Nassau,NY,11542,2310000,al-Waheed, Kaleem,alwaheedkaleem@example.com,144-692-6394,Village Woods Road,,Brookhaven,Suffolk,NY,11777,Quinn, Erika,329-773-1569,quinnerika@example.com,10/29/19,Buyer Agent,"62,007.00","110,000.00",10/12/21,2:16:02 PM,TRUE,419,6/4/21,Under Contract,419,11/23/21,Completed,2
Modern Spaces Love Your Place,Land,"650,000.00",3,2,2184.207862,31-42 41st St,Long Island City,NY,11103,United States,New York,Queens County,Queens,41st Street,"31-42 41st St, Long Island City, NY 11103, USA",40.759972,-73.9173868,al-Kalil, Sharaf,alkalilsharaf@example.com,080-797-9904,State Route 85,,Westerlo,Albany,NY,12059,613000,Sawyer, Ebonie,sawyerebonie@example.com,266-000-1616,Tamarack Road,,Rye,Westchester,NY,10573,Vang, Anna,909-203-2716,vanganna@example.com,5/16/15,Real Estate Advisor,"50,000.00","32,500.00",1/12/18,12:25:56 PM,TRUE,420,1/4/18,Under Contract,420,5/11/19,Completed,2
Neman Yoska,Land,"149,000.00",3,2,2184.207862,644 Jefferson Ave,Staten Island,NY,10306,United States,New York,Richmond County,Staten Island,Jefferson Avenue,"644 Jefferson Ave, Staten Island, NY 10306, USA",40.5742632,-74.086609,Connor, Sengthong,connorsengthong@example.com,033-819-2580,Pooler Street,,Gouverneur,St Lawrence,NY,13642,175000,Morgan, Cheyenna,morgancheyenna@example.com,190-424-8455,North Lyons Avenue,,Colonie,Albany,NY,12204,Sandoval, Christopher,433-286-7308,sandovalchristopher@example.com,7/4/23,Sales Associate,"63,833.00","7,450.00",3/5/18,2:42:25 PM,TRUE,421,8/9/12,Active,421,7/6/21,Completed,2
Sowae Corp,House,"215,000.00",4,2,2000,408 Van Siclen Ave,Brooklyn,NY,11207,United States,New York,Kings County,Brooklyn,Van Siclen Avenue,"408 Van Siclen Ave, Brooklyn, NY 11207, USA",40.6694978,-73.8897534,Martinez, Christopher,martinezchristopher@example.com,442-839-2661,Strack Road,,Goshen,Orange,NY,10924,221000,Buasri, Joseph,buasrijoseph@example.com,060-981-3670,Conklin Drive South,,Lyme,Jefferson,NY,13622,Dee, Steven,317-105-5823,deesteven@example.com,3/6/23,Buyer Agent,"168,952.00","10,750.00",5/11/13,4:17:39 PM,TRUE,422,1/11/12,Under Contract,422,10/19/14,Completed,3
5 Boro Realty Corp,Land,"799,999.00",3,2,2184.207862,1905 Fulton St,Bedford Stuyvesant,NY,11233,United States,New York,Kings County,Brooklyn,Fulton Street,"1905 Fulton St, Brooklyn, NY 11233, USA",40.6789582,-73.9203193,Marfil, Emilio,marfilemilio@example.com,147-349-2299,McKinley Parkway,Apartment 4,Buffalo,Erie,NY,14220,810000,Bring, Brandon,bringbrandon@example.com,697-474-9372,Wheatley Circle,,New Hartford,Oneida,NY,13501,Novak, Teriana,738-805-4585,novakteriana@example.com,1/29/17,Real Estate Advisor,"66,096.00","39,999.95",11/16/21,10:27:11 AM,TRUE,423,5/14/21,Active,423,4/23/22,Completed,2
BKNY TROY AVENUE REALTY CORP,House,"299,000.00",5,2,2184.207862,219 Beach 44 St,Far Rockaway,NY,11691,United States,New York,Queens County,Queens,Beach 44th Street,"219 Beach 44th St, Far Rockaway, NY 11691, USA",40.593404,-73.775651,Lopez, Luis,lopezluis@example.com,176-914-2515,Cuyler Avenue,Apartment 4,Albany,Albany,NY,12209,337000,Zeng, Vinita,zengvinita@example.com,126-931-9003,Vista Court,,Clifton Park,Saratoga,NY,12065,Landwehr, Kaleb,621-132-7350,landwehrkaleb@example.com,6/20/22,Sales Associate,"50,000.00","14,950.00",10/20/20,3:24:44 PM,TRUE,424,11/29/17,Active,424,6/30/22,Completed,2
Soverign Homes Realty Inc,Land,"265,000.00",3,2,2184.207862,1698 E New York Ave,Brooklyn,NY,11212,United States,New York,Kings County,Brooklyn,East New York Avenue,"1698 E New York Ave, Brooklyn, NY 11212, USA",40.6743408,-73.9056237,Rosales, Gerardo,rosalesgerardo@example.com,557-934-2502,Taylor Road,,Hamburg,Erie,NY,14075,245000,Vannice, Carl,vannicecarl@example.com,203-662-1189,North Putt Corners Road,,New Paltz,Ulster,NY,12561,Gutierrez, Brianna,707-337-1142,gutierrezbrianna@example.com,3/16/22,Sales Associate,"61,676.00","13,250.00",6/27/18,10:39:44 AM,TRUE,425,11/14/05,Active,425,10/25/22,Completed,3
JL Capital Real Estate Corp,Land,"795,000.00",3,2,2184.207862,1761 Topping Ave,Bronx,NY,10457,United States,New York,Bronx County,The Bronx,Topping Avenue,"1761 Topping Ave, Bronx, NY 10457, USA",40.8457524,-73.9059682,Romero, Brian,romerobrian@example.com,833-407-3035,Ralph Road,,Queensbury,Warren,NY,12804,759000,Valdez, Dwight,valdezdwight@example.com,799-538-5635,Box Tree Road,,Southampton,Suffolk,NY,11942,Lindahl, Emma,263-217-3384,lindahlemma@example.com,3/3/18,Listing Specialist,"250,000.00","39,750.00",5/31/09,4:46:29 PM,TRUE,426,5/27/08,Pending,426,7/25/11,Completed,3
JL Capital Real Estate Corp,Land,"1,245,000.00",3,2,2184.207862,5437 Fieldston Rd,Bronx,NY,10471,United States,New York,Bronx County,The Bronx,Fieldston Road,"5437 Fieldston Rd, Bronx, NY 10471, USA",40.902657,-73.901871,Mccarthy, Jessica,mccarthyjessica@example.com,193-168-8632,Margarets Drive,,Shelter Island,Suffolk,NY,11964,1540000,Carver Philpot, Aaron,carverphilpotaaron@example.com,803-666-8111,East Albany Street,,Herkimer,Herkimer,NY,13350,Lindahl, Emma,263-217-3384,lindahlemma@example.com,3/3/18,Listing Specialist,"250,000.00","62,250.00",9/23/11,1:35:00 PM,TRUE,427,10/20/05,Pending,427,11/25/16,Completed,2
